train-rmse-mean,train-rmse-std,train-mae-mean,train-mae-std,test-rmse-mean,test-rmse-std,test-mae-mean,test-mae-std
8.438341393125919,0.1975640221344987,6.107255492667721,0.19569927883221427,8.55148106766863,0.42129529030574575,6.185120552137243,0.26112788715799334
7.778293353892106,0.1792974711892001,5.624599356956594,0.18807495691023635,7.971391722617842,0.422226239381367,5.763943873280772,0.2724374718375171
7.181190294791744,0.17172909580055293,5.1932660856176565,0.17710926538634988,7.499362687883024,0.41242087240272535,5.41271934201821,0.2550760690293226
6.620574347912082,0.17138221531809986,4.77672689284304,0.18425080628522644,7.030362729896012,0.38319450049309844,5.044105263072985,0.252710598890689
6.10860886853801,0.15529274009077917,4.409511032018201,0.16664814746522366,6.633286114194282,0.35861286327073766,4.738234267018038,0.224058253115457
5.6764147359571275,0.1468878220413456,4.082478656971078,0.16111166417877995,6.301718078707282,0.3927596995383997,4.474124917034993,0.22497044738936375
5.2472526282066845,0.14387161132329448,3.7702132411385434,0.15226358252928823,5.934222287080634,0.39494699252018944,4.2062445354761735,0.2357216615011589
4.859392881419585,0.1264717505405748,3.4876475224292793,0.14192002916047944,5.633172615930756,0.4251869915730598,3.9769516564976324,0.2528695001281213
4.523142255331982,0.11527180309105249,3.246889904545485,0.1314940157716498,5.392939039049499,0.44152666564647836,3.8004539283248775,0.25561074743492485
4.199860659338667,0.10418354394213244,3.0164478778551658,0.12405747075571881,5.16980486672636,0.44027157593142396,3.64315194033721,0.24773361344251996
3.907008874392993,0.09723827786794263,2.8036208420676005,0.1197568220675261,4.94277645160885,0.4467006947705143,3.4850285251375497,0.2473358477222077
3.652084960301048,0.08623302426664364,2.6118570633847837,0.11006486085646548,4.7728365702371525,0.4585635533236587,3.351415818813789,0.24173331181974844
3.415351256828785,0.08583337287049995,2.4433618463920204,0.10821404678270737,4.629662912035122,0.4861074324924955,3.24854244254414,0.2559816587936106
3.1968181035244587,0.082654492777399,2.2888636178673782,0.10009584113021172,4.524329135234987,0.477201821887885,3.1673826846458812,0.2586527079447927
3.0024004616290667,0.08388786829437957,2.1516119752595486,0.0950114982448335,4.3859682713808725,0.46939496042793605,3.062970927565089,0.253209532813136
2.8316441248489164,0.08190530154610766,2.027131473364556,0.09115594546078856,4.276965350630266,0.45618652155963246,2.990361968178005,0.2581114022791503
2.681360123648092,0.08750391321881555,1.9214196772722705,0.09047535990947551,4.211007154104396,0.4512556220013635,2.9275199908868488,0.2532698580898475
2.5335127461900164,0.08139282903717528,1.8180195889118442,0.07640210936966253,4.1426700105321785,0.45266704010980024,2.863284737943786,0.2419533546292407
2.3954476116327776,0.06785848435906147,1.7190168842314246,0.06691654310886075,4.055062941288711,0.46704733721143993,2.7986389198101236,0.2562040873926486
2.260362118136852,0.07188597173907661,1.620484602874204,0.06589588518961863,3.982937006247854,0.4502372429389692,2.744142449690365,0.23304638583051399
2.139070587413237,0.06555520107643541,1.536081893711464,0.0594605423103083,3.9277237391759043,0.4569359748389808,2.6914009811834085,0.2217837955490634
2.0298822858017687,0.058891255963190885,1.4589468709114695,0.058063097170362066,3.871148443108415,0.4634892171564021,2.645578614258258,0.22369754126155697
1.9419277120398037,0.05701972331749041,1.3989481173712077,0.05632018669802181,3.8357089103408395,0.4656871948809336,2.6192396924374104,0.22032630346708662
1.850274083316631,0.05781118492280555,1.3355653632991107,0.05990999880395265,3.8066665314461994,0.46679453322433406,2.589142605896073,0.2192025322311754
1.769043683269403,0.05327337556895595,1.2801067015830558,0.05473545435318125,3.7681691293462194,0.4749137454506052,2.5630039397490307,0.23072531177322533
1.6938470632101315,0.04970487073220349,1.2276913785910168,0.048076356663425975,3.746380972020654,0.4778611469061182,2.538046067075863,0.22786778925706744
1.621747369782905,0.04278684300963377,1.177481266224264,0.0394588697846709,3.711817433730909,0.4803620695143314,2.514309284468039,0.2360541163715541
1.5624024313058882,0.05029185600619518,1.1355454253850656,0.043843649441412454,3.6907461317312826,0.4815468094097369,2.49704405262603,0.2384161921742575
1.5044925088937677,0.05351870752290021,1.0948606713257882,0.04536302933757692,3.662375869942005,0.48159018534862186,2.4750431640848842,0.23768356826126796
1.4478937113377277,0.05004241358978527,1.0553868534264135,0.04512882060744923,3.6357209834594375,0.4843541223322471,2.4606892957288333,0.2398180794585695
1.3912731802294538,0.04686902584695299,1.0171346072523146,0.043710073889568185,3.6107818591825307,0.4862927053295284,2.443190754254883,0.2389743445111156
1.3436648369545747,0.04658020561123356,0.9825120323105175,0.04671432985260954,3.603095831636425,0.4890021158400934,2.435961064261607,0.23956995293971536
1.300012467119799,0.044211540311608004,0.9551652530414326,0.0444872591270163,3.5856800513420004,0.4913581042637507,2.425574657171783,0.23954383419782027
1.2566730523825071,0.03520306149765328,0.9255048790006718,0.03991532814089157,3.5733008981785583,0.4918039182498783,2.414558465109976,0.2436945552688615
1.2187493234842839,0.03127031625521472,0.8986599243050243,0.036240537719438234,3.5634187053804154,0.48855637891835446,2.405247030492634,0.24199875911972557
1.1833724918068398,0.031411235145370885,0.8750498033441878,0.03656434183454593,3.5582587676140123,0.48748080617173223,2.398546443871627,0.23869973606713024
1.1524472312841085,0.037370729993430274,0.8532834731097809,0.03907402804016654,3.5431694961649085,0.47249938231864197,2.390478744964325,0.23317663666183194
1.1219422293602141,0.038545288394566286,0.83084896364764,0.04048908012969488,3.5365676152800027,0.4659265818956005,2.3879861041359063,0.23268272262141124
1.0882446972293742,0.03527338841860315,0.8087425590512435,0.03566651673083191,3.524785747452482,0.4622875591614955,2.3815583001451,0.2307163842709805
1.056311435331364,0.03490903786493621,0.7864979588517073,0.03454477383352543,3.519565189109405,0.46536416996093255,2.380959850376712,0.23205754718228133
1.024690724642132,0.031046608380852984,0.7631073705352954,0.030710121882441776,3.5102411512546934,0.4626037252210069,2.373893475565002,0.22961188672961022
0.9986898901706961,0.03265180406680555,0.7454039227172062,0.03046121153294945,3.5008873288078832,0.4640203957098858,2.3681397769074266,0.23050442470302557
0.9745605585768419,0.031407277010790866,0.7291991959185594,0.02960834861758073,3.4849138430636764,0.4651762526931167,2.358195947287418,0.22929180331689067
0.9519953000267668,0.028428964999927264,0.7116311017126754,0.027448690513480728,3.476987718707054,0.46530935311262667,2.354435055476685,0.23242825148007717
0.9352026085288361,0.029791471484973735,0.6993957021598264,0.028149170673119204,3.4714825044145434,0.46585062494877477,2.3524900313676373,0.23230907694037745
0.912761566774469,0.02752323105528421,0.6819673226450798,0.027862021599971056,3.4558328456644793,0.46919503652648076,2.3426274772461584,0.2332419051108925
0.8967169429577836,0.026339605266990945,0.6704787184306175,0.026680307517520863,3.450072536311484,0.4714506452751031,2.3373353666762986,0.23394372046421325
0.877769606266524,0.02695219181480012,0.6569657260648691,0.026303072677946904,3.445096803237142,0.4668743688366548,2.3350014551498526,0.23262025084173488
0.8583327602577278,0.02462264225074858,0.64329535294605,0.023839988258619653,3.443483210561276,0.46639857628462617,2.333112832418773,0.23195387383101634
0.8384197045853714,0.022358562606954145,0.6289055994955332,0.022391357422763325,3.4375404306851336,0.4641338102243495,2.328448374511894,0.23252045656142356
0.8245640182724158,0.021304041343860797,0.6184978215332556,0.022147515979968,3.43656876641432,0.464327139378377,2.3259651927900076,0.2334839790610711
0.8054456736237717,0.02156269313667747,0.6042846881500253,0.022610355117560984,3.433692873599013,0.4677187264672032,2.3235374606863775,0.23675700219757073
0.7898274611331675,0.025841016149840173,0.592495269893275,0.026446425786904162,3.4285774492902594,0.46424830565360475,2.3207441606722696,0.23350028590648414
0.7745921627845366,0.02719306913282906,0.5818076040081975,0.0285224159661356,3.424427828626746,0.46865367809027797,2.316773119342935,0.23748287214119307
0.7627017471078451,0.023179947446954813,0.5738547272641695,0.025503596879882066,3.4225854152576676,0.47192197948785974,2.3159304007606525,0.23891988359258814
0.7488882399450129,0.021651801276981537,0.5646173610348115,0.024216177291335232,3.4211947622875134,0.47410619431364226,2.314157599522562,0.23994198209613862
0.7366439406821482,0.020851315685373014,0.5562362995903684,0.02310173824685453,3.4203888707959478,0.4754666844627589,2.311803909420486,0.24067336776634338
0.7198310821702977,0.020468922579610138,0.5440288699937003,0.022544932289747063,3.419056327773942,0.47685254086107726,2.3101984166344356,0.24117378417954594
0.706328743874384,0.0214236091844211,0.5337236595076781,0.02203689890079079,3.417163709404727,0.4752714018344937,2.307401785937186,0.24010404586869713
0.6958024445175415,0.020085026966000934,0.526933895986152,0.021048273057078185,3.417254853162637,0.47619649893306576,2.3074499980725065,0.23956000950421955
0.6878745888505984,0.019078586906558958,0.5216718954887013,0.020933934821556234,3.416762560759882,0.47958082378164496,2.3065091655983707,0.24116793852501225
0.6735190463420851,0.020060830698368563,0.5107243746631245,0.021048035132895986,3.41397868472762,0.4764014686749169,2.3038577579036725,0.24018725175281455
0.6612897733425424,0.01908167208910726,0.5015869209767629,0.02048831505694675,3.409925495548128,0.4772116313145038,2.301524989541354,0.24031216679691203
0.6479722610727839,0.022555390545474473,0.49218632902246834,0.02260420362449301,3.407062111671093,0.4810581751311828,2.299177389189907,0.24159383932537876
0.6373265673850462,0.017009350405634595,0.4832386755640634,0.017422041247067605,3.4057627446251715,0.4815883642387113,2.2981617965026007,0.24175173510658524
0.6247821941730937,0.01385562737273007,0.4736989636178095,0.014512453401550105,3.4005111008642785,0.48277521377344507,2.293877167271551,0.24409056362284787
0.6158344076888822,0.013799542180964191,0.46677973904784187,0.014621806031426147,3.4000473150899855,0.4842032201358031,2.2933393451062862,0.2434746504986726
0.6034894305541139,0.010476992421104007,0.4569548808755084,0.01165170176065396,3.3979151421681517,0.48154929193766116,2.2917873130232516,0.24124662320622473
0.5959829148371351,0.009446410362475628,0.4515709418844814,0.01025647985027362,3.398249235306205,0.48163819898275434,2.291226593056587,0.23937053480491083
0.5844087139396605,0.00785550947853654,0.4415461275579624,0.00838969428487877,3.393709996134463,0.4817451252170778,2.287715266078271,0.2385210066312151
0.5743766508817977,0.008799107468135992,0.43331773326350603,0.009176330791923088,3.3933158506786287,0.48196499190871583,2.287942898954216,0.23809000722317253
0.56792949074829,0.00689806538135222,0.42839341391115204,0.008031386144453838,3.3933012094391266,0.4848078327216531,2.287329659732259,0.23942530037769655
0.5564930915443819,0.01005967417632322,0.42027996733130313,0.010021481328640145,3.391478970003283,0.4859425764693575,2.2882257338598926,0.23845755518014028
0.5456492818248093,0.009592037376206019,0.4115903829506679,0.009924931563565591,3.3912076476236703,0.4879584166349227,2.2869089762963206,0.2387654361608641
0.5352852980836683,0.008079940446589712,0.4031489841686524,0.008112012478037995,3.3877150027322718,0.48928167134628486,2.285130881558923,0.23971700524518666
0.5269567157292318,0.009736155507024034,0.3969526795320785,0.009913793624289829,3.3889478762495027,0.49104212847931017,2.2866897802403514,0.24023170192727847
0.5167872209557883,0.007538631997889512,0.390043607550516,0.009031723022691895,3.3866362385034443,0.4921387330557393,2.2850805073206755,0.23931144878573876
0.5085160189604782,0.0026806058377518644,0.3837949114334387,0.004858253780472472,3.385335196798932,0.4937591981113919,2.2851119540527502,0.2388774597944952
0.49846696226332304,0.002220506012368515,0.3750281496712022,0.005488755929060012,3.3840244517971914,0.496434146547063,2.2840925883416046,0.24080591565874307
0.48988818526362876,0.004920126166795132,0.3693882267431829,0.006781461191068986,3.3821930742700297,0.4969476819749027,2.2818740375715767,0.2419113516411421
0.47855323870540395,0.0038269549959649056,0.3608754557277891,0.006481130900046354,3.380641357083307,0.49607937089856113,2.2801113147640204,0.24061824221477923
0.4693724144693361,0.0046339464170607435,0.35367526164753776,0.007621179839970389,3.3795432621857686,0.4971179893744603,2.2794532017594964,0.24143762485028247
0.46288756372946344,0.002710388101100315,0.3480594207039911,0.0062670797896352895,3.3797767832269567,0.49844869636161665,2.2800944861900394,0.2406920252288201
0.4544045626901842,0.0027541052781558067,0.34173326283444405,0.005926476240170492,3.380135631814612,0.4969978718179851,2.280875139010505,0.24035163161613426
0.4447422697362409,0.0034675674957373327,0.3341447547180085,0.005626487869433103,3.377960252951849,0.49489384360092153,2.279268347171256,0.2382761198843463
0.4358203308412192,0.007226952261884228,0.326893217246494,0.00763246121397387,3.3780282298827515,0.49432951497643374,2.279344432200805,0.23802679322319817
0.42758390447952893,0.009327814312152625,0.32052041447506807,0.009438541908838275,3.376241858174294,0.49673781067280354,2.2779291878454653,0.24019068211181877
